title,url,source,published_date,published_time,keyword,sentiment,relevance_score,country,location,latitude,longitude
£40m pledge for flood defences labelled short-term fix by opposition parties,https://www.theguardian.com/environment/2016/jan/03/cameron-40m-uk-flood-defences-opposition,The Guardian,03-01-2016,18:31:12,flood,negative,1,England,Yorkshire,53.9825271,-1.38525
"Arctic warming, Trump and orange-bellied parrots  green news roundup",https://www.theguardian.com/environment/2016/nov/25/arctic-warming-trump-and-orange-bellied-parrots-green-news-roundup,The Guardian,25-11-2016,16:36:38,flood,negative,0.367647059,England,London,51.5074,-0.1278
"Paris agreement, air pollution and your carbon footprint  green news roundup",https://www.theguardian.com/environment/2016/nov/04/paris-agreement-air-pollution-and-your-carbon-footprint-green-news-roundup,The Guardian,04-11-2016,15:37:15,flood,negative,0.4048583,England,London,51.5074,-0.1278
"Power cuts caused by flooding 'major danger' to British lives, engineers warn",https://www.theguardian.com/environment/2016/may/11/power-cuts-caused-by-flooding-major-danger-to-british-lives-engineers-warn,The Guardian,11-05-2016,16:42:50,flood,negative,0.918836141,England,Birmingham,52.4796992,-1.9026911
Working with nature didnt save Pickering from the floods - it just didnt rain much | Jeremy Biggs,https://www.theguardian.com/environment/2016/jan/07/working-with-nature-didnt-save-pickering-from-the-floods-it-just-didnt-rain-much,The Guardian,07-01-2016,15:02:50,flood,positive,1,England,Leicestershire,52.666667,-1
"57 tube stations at high risk of flooding, says London Underground report",https://www.theguardian.com/uk-news/2016/apr/10/57-tube-stations-high-risk-flooding-london-underground-report,The Guardian,10-04-2016,13:14:36,flood,negative,1,England,London,51.5074456,-0.1277653
National Trust calls for complete reform of British farm subsidies,https://www.theguardian.com/environment/2016/aug/04/national-trust-calls-for-complete-reform-of-british-farm-subsidies,The Guardian,04-08-2016,05:01:02,flood,positive,0.368324125,England,London,51.5074,-0.1278
"Hollowed-out Defra leaves in doubt key functions, MPs say",https://www.theguardian.com/environment/2016/mar/08/hollowed-out-environment-department-leaves-in-doubt-key-functions-mps-say,The Guardian,08-03-2016,15:56:05,flood,negative,1,Northern Ireland,Northern Ireland,54.5859836,-6.9591554
Climate change 'made record UK rainfall in December more likely',https://www.theguardian.com/environment/2016/jan/14/climate-change-made-record-uk-rainfall-in-december-more-likely,The Guardian,14-01-2016,16:32:47,flood,positive,0.81300813,England,Yorkshire,53.9825271,-1.38525
"Climate change will stir 'unimaginable' refugee crisis, says military",https://www.theguardian.com/environment/2016/dec/01/climate-change-trigger-unimaginable-refugee-crisis-senior-military,The Guardian,01-12-2016,06:00:39,flood,negative,0.163666121,England,London,51.5074456,-0.1277653
Conventional thinking will not solve the climate crisis | Andrew Simms,https://www.theguardian.com/environment/2016/oct/19/conventional-thinking-will-not-solve-the-climate-crisis,The Guardian,19-10-2016,12:00:07,flood,neutral,0.588928151,England,Leeds,53.7974185,-1.5437941
Government cuts funding for making brownfield sites suitable for new homes,https://www.theguardian.com/environment/2016/jun/02/government-cuts-funding-for-making-brownfield-sites-suitable-for-new-homes,The Guardian,02-06-2016,05:01:01,flood,positive,0.098135427,England,Durham,54.666667,-1.75
Club owned by Shell blocks small Thames hydropower scheme,https://www.theguardian.com/environment/2016/aug/12/club-owned-by-shell-blocks-small-thames-hydropower-scheme,The Guardian,12-08-2016,11:51:39,flood,positive,0.21978022,England,London,51.5074456,-0.1277653
Increased drought could see Londoners queueing for water,https://www.theguardian.com/environment/2016/sep/14/increased-drought-could-see-londoners-queueing-for-water,The Guardian,14-09-2016,09:12:48,flood,positive,0.608166811,England,Nottingham,52.9534193,-1.1496461
Environment Agency chair regrets not returning earlier from Barbados holiday,https://www.theguardian.com/environment/2016/jan/06/environment-agency-philip-dilley-regrets-not-returning-earlier-barbados,The Guardian,06-01-2016,21:58:36,flood,negative,1,England,Yorkshire,53.9825271,-1.38525
What Sir David King gets wrong about carbon pricing | Judy Hindley and Brian Utton,https://www.theguardian.com/environment/climate-consensus-97-per-cent/2016/may/17/what-sir-david-king-gets-wrong-about-carbon-pricing,The Guardian,17-05-2016,10:00:01,flood,positive,0.14084507,England,London,51.5074,-0.1278
"Emissions stall, orca breeding and hunted turtle doves   green news roundup",https://www.theguardian.com/environment/2016/mar/18/emissions-stall-orca-breeding-and-hunted-turtle-doves-green-news-roundup,The Guardian,18-03-2016,11:52:15,flood,neutral,0.310559006,England,London,51.5074,-0.1278
British health systems 'unprepared for devastating effects of climate change',https://www.theguardian.com/environment/2016/mar/30/british-health-systems-unprepared-for-devastating-effects-of-climate-change,The Guardian,30-03-2016,10:15:45,flood,negative,1,England,London,51.5074,-0.1278
Fracking bribes raise problematic questions,https://www.theguardian.com/environment/2016/aug/10/fracking-bribes-raise-problematic-questions,The Guardian,10-08-2016,18:51:18,flood,negative,0.142045455,England,Yorkshire,53.9825271,-1.38525
A 'budget for the next generation' can't ignore climate change,https://www.theguardian.com/environment/damian-carrington-blog/2016/mar/16/a-budget-for-the-next-generation-cant-ignore-climate-change,The Guardian,16-03-2016,18:28:07,flood,positive,0.275482094,England,London,51.5074,-0.1278
"Green news roundup: Doomsday Clock, garden birds and making rain in the desert",https://www.theguardian.com/environment/2016/jan/29/green-news-roundup-doomsday-clock-garden-birds-and-making-rain-in-the-desert,The Guardian,29-01-2016,17:00:56,flood,neutral,0.33557047,England,London,51.5074,-0.1278
Delicate daffodils shimmy in the breeze,https://www.theguardian.com/environment/2016/apr/08/delicate-daffodils-shimmy-in-the-breeze,The Guardian,08-04-2016,04:30:30,flood,neutral,0.27173913,England,Sussex,50.9445139,-0.0622673
The day of the champagne environmentalist has arrived | Andrew Simms,https://www.theguardian.com/environment/2016/jan/05/lets-drink-to-being-a-champagne-environmentalist,The Guardian,05-01-2016,16:00:35,flood,positive,0.35618878,England,Devon,50.7241405,-3.6607788
David Cameron denies 'backsliding' on the environment,https://www.theguardian.com/politics/2016/jan/12/david-cameron-denies-backsliding-on-the-environment,The Guardian,12-01-2016,22:14:43,flood,positive,1,England,Somerset,51.1617509,-3.0753867
"Shattered records show climate change is an emergency today, scientists warn",https://www.theguardian.com/environment/2016/jun/17/shattered-records-climate-change-emergency-today-scientists-warn,The Guardian,17-06-2016,15:23:38,flood,negative,0.376789751,England,London,51.5074456,-0.1277653
Environment Agency chairman Philip Dilley resigns over job demands,https://www.theguardian.com/environment/2016/jan/11/environment-agency-head-philip-dilley-resigns,The Guardian,11-01-2016,16:52:54,flood,negative,1,England,Leeds,53.7974185,-1.5437941
UN criticises UK and Germany for betraying Paris climate deal,https://www.theguardian.com/environment/2016/jul/18/un-criticises-uk-and-german-for-betraying-the-spirit-of-the-paris-climate-deal,The Guardian,18-07-2016,05:01:01,drought,positive,0.115207373,England,London,51.5074,-0.1278
Satellite eye on Earth: June 2016  in pictures,https://www.theguardian.com/environment/2016/jul/07/satellite-eye-on-earth-june-2016-in-pictures,The Guardian,07-07-2016,11:41:24,drought,negative,0.041858518,Scotland,Highlands,57.3333333,-4.25
"Record UK rainfall will not prevent water restrictions, experts warn",https://www.theguardian.com/environment/2016/jan/06/record-uk-rainfall-will-not-prevent-water-restrictions-experts-warn,The Guardian,06-01-2016,15:12:38,drought,positive,0.151975684,England,London,51.5074,-0.1278
Arctic ice melt 'already affecting weather patterns where you live right now',https://www.theguardian.com/environment/2016/dec/19/arctic-ice-melt-already-affecting-weather-patterns-where-you-live-right-now,The Guardian,19-12-2016,14:57:33,drought,negative,0.130208333,England,Sheffield,53.3806626,-1.4702278
'We have been almost buried': the Sudanese villages being swallowed by sand,https://www.theguardian.com/environment/2016/nov/17/we-have-been-almost-buried-the-sudanese-villages-being-swallowed-by-sand,The Guardian,17-11-2016,12:32:25,drought,positive,0.408997955,England,London,51.5074,-0.1278
Historical documents reveal Arctic sea ice is disappearing at record speed | Dana Nuccitelli,https://www.theguardian.com/environment/climate-consensus-97-per-cent/2016/aug/22/historical-documents-reveal-arctic-sea-ice-is-disappearing-at-record-speed,The Guardian,22-08-2016,10:00:00,drought,neutral,0.304878049,England,London,51.5074,-0.1278
World's hottest month shows challenges global warming will bring,https://www.theguardian.com/environment/2016/aug/16/worlds-hottest-month-shows-challenges-global-warming-will-bring,The Guardian,16-08-2016,19:31:56,drought,negative,0.258843831,England,London,51.5074,-0.1278
"Four billion people face severe water scarcity, new research finds",https://www.theguardian.com/environment/2016/feb/12/four-billion-people-face-severe-water-scarcity-new-research-finds,The Guardian,12-02-2016,19:00:24,drought,neutral,0.265957447,England,London,51.5074456,-0.1277653
Your carbon footprint destroys 30 square metres of Arctic sea ice a year,https://www.theguardian.com/environment/2016/nov/03/your-carbon-footprint-destroys-30-square-metres-of-arctic-sea-ice-a-year,The Guardian,03-11-2016,19:00:01,drought,positive,0.115473441,England,Reading,51.4514953,-0.9836342
Black-winged stilts return in force to Sussex,https://www.theguardian.com/environment/2016/may/10/black-winged-stilts-return-force-sussex,The Guardian,10-05-2016,04:30:18,drought,positive,0.273972603,England,Sussex,50.9445139,-0.0622673
Britain shouts about immigration but is silent on one of the root causes: climate change | Andrew Simms,https://www.theguardian.com/environment/2016/aug/03/britain-shouts-about-immigration-but-is-silent-on-one-of-the-root-causes-climate-change,The Guardian,03-08-2016,08:54:28,drought,negative,0.151975684,England,London,51.5074,-0.1278
Meteorologists are seeing global warming's effect on the weather | Paul Douglas,https://www.theguardian.com/environment/climate-consensus-97-per-cent/2016/may/27/meteorologists-are-seeing-global-warmings-effect-on-the-weather,The Guardian,27-05-2016,10:00:00,drought,neutral,0.329308452,England,London,51.5074,-0.1278
Satellite Eye on Earth: April 2016  in pictures,https://www.theguardian.com/environment/2016/may/09/satellite-eye-on-earth-april-2016-in-pictures,The Guardian,09-05-2016,08:44:44,drought,positive,0.06377551,England,London,51.5074,-0.1278
"Growth in artificial lawns poses threat to British wildlife, conservationists warn",https://www.theguardian.com/environment/2016/jul/04/growth-in-artificial-lawns-poses-threat-to-british-wildlife-conservationists-warn,The Guardian,04-07-2016,06:00:02,drought,neutral,0.117924528,England,London,51.5074456,-0.1277653
Europe's first redwood forest planted at Eden Project,https://www.theguardian.com/environment/2016/mar/14/europes-first-redwood-forest-planted-at-eden-project,The Guardian,14-03-2016,13:27:45,drought,negative,0.187969925,England,London,51.5074,-0.1278
'Break Free' fossil fuel protests deemed 'largest ever' global disobedience,https://www.theguardian.com/environment/2016/may/16/break-free-protest-fossil-fuel,The Guardian,16-05-2016,18:22:03,drought,negative,0.130378096,Wales,Wales,52.2928116,-3.73893
The time has come to turn up the heat on those who are wrecking planet Earth | Bill McKibben,https://www.theguardian.com/environment/2016/may/03/the-time-has-come-to-turn-up-the-heat-on-those-who-are-wrecking-planet-earth,The Guardian,03-05-2016,14:43:19,drought,neutral,0.125313283,England,Newcastle,54.9738474,-1.6131572
What does the Paris agreement mean for the world's other 8 million species?,https://www.theguardian.com/environment/radical-conservation/2016/jan/06/-paris-agreement-biodiversity-coral-reefs-forests,The Guardian,06-01-2016,08:54:15,drought,negative,0.216099406,England,London,51.5074,-0.1278
The Guardian view on the heatwave: still hope on climate change | Editorial,https://www.theguardian.com/environment/commentisfree/2016/aug/17/the-guardian-view-on-the-heatwave-still-hope-on-climate-change,The Guardian,17-08-2016,18:54:38,heatwave,positive,0.343053173,England,London,51.5074,-0.1278
"2016 will be the hottest year on record, UN says",https://www.theguardian.com/environment/2016/nov/14/2016-will-be-the-hottest-year-on-record-un-says,The Guardian,14-11-2016,11:02:48,heatwave,negative,0.285306705,England,London,51.5074,-0.1278
"Fracking, remembering the Clean Air Act and rare frogs  green news roundup",https://www.theguardian.com/environment/2016/jul/08/fracking-remembering-the-clean-air-act-and-rare-frogs-green-news-roundup,The Guardian,08-07-2016,13:28:28,heatwave,positive,0.4,England,London,51.5074456,-0.1277653
"Hot June, Kosovo coal and Andrea Leadsom's appointment  green news roundup",https://www.theguardian.com/environment/2016/jul/22/hot-june-kosovo-coal-and-andrea-leadsoms-appointment-green-news-roundup,The Guardian,22-07-2016,10:29:16,heatwave,neutral,0.348432056,England,London,51.5074456,-0.1277653
Global insurance plan aims to defuse potential climate damage 'bombshell',https://www.theguardian.com/environment/2017/nov/14/global-insurance-plan-aims-to-defuse-potential-climate-damage-bombshell,The Guardian,14-11-2017,17:07:25,cyclone,negative,0.125156446,England,London,51.5074,-0.1278
Coal in decline: Adani in question and Australia out of step,https://www.theguardian.com/environment/2017/aug/25/coal-in-decline-adani-in-question-and-australia-out-of-step,The Guardian,24-08-2017,18:00:26,cyclone,positive,0.045913682,Wales,Wales,52.2928116,-3.73893
"Climate change already bringing disease, air pollution and heatwaves",https://www.theguardian.com/environment/2017/oct/30/climate-change-already-damaging-health-of-millions-globally-report-finds,The Guardian,30-10-2017,23:30:09,heatstroke,negative,0,England,London,51.5074456,-0.1277653
UK to bring back beavers in first government flood reduction scheme of its kind,https://www.theguardian.com/environment/2017/dec/12/uk-to-bring-back-beavers-in-first-government-flood-reduction-scheme-of-its-kind,The Guardian,12-12-2017,09:47:27,flood,positive,1,Scotland,Scotland,56.7861112,-4.1140518
Meet the latest recruit to the UK flood defence team:  the beaver,https://www.theguardian.com/environment/2017/sep/16/beavers-uk-flood-defences-forest-of-dean,The Guardian,16-09-2017,21:00:22,flood,positive,1,Scotland,Scotland,56.7861112,-4.1140518
Warning of more UK floods after helicopter rescues in Cornwall,https://www.theguardian.com/environment/2017/jul/19/warning-of-more-uk-floods-after-helicopter-rescues-in-cornwall,The Guardian,19-07-2017,08:34:53,flood,neutral,1,England,Kent,51.2070748,0.7210362
"Floods, the Amazon at risk and the price of plastics  green news roundup",https://www.theguardian.com/environment/2017/sep/01/floods-the-amazon-at-risk-and-the-price-of-plastics-green-news-roundup,The Guardian,01-09-2017,14:59:10,flood,neutral,0.829875519,Scotland,highlands,57.3333333,-4.25
Why less coverage of floods in South Asia?,https://www.theguardian.com/environment/2017/aug/30/why-more-coverage-of-floods-in-texas-than-in-south-asia,The Guardian,30-08-2017,18:01:49,flood,positive,0.970873786,England,Sussex,50.9445139,-0.0622673
Flood disasters more than double across Europe in 35 years,https://www.theguardian.com/environment/2017/jan/19/flood-disasters-more-than-double-across-europe-in-35-years,The Guardian,19-01-2017,08:00:31,flood,neutral,1,England,London,51.5074,-0.1278
"Chlorinated chicken, air pollution plans and alien species  green news roundup",https://www.theguardian.com/environment/2017/jul/28/chlorinated-chicken-air-pollution-plans-and-alien-species-green-news-roundup,The Guardian,28-07-2017,15:45:34,flood,negative,0.409836066,England,London,51.5074,-0.1278
"Renewables, floods and the incredible Amazon catfish  green news roundup",https://www.theguardian.com/environment/2017/feb/10/renewables-floods-and-the-incredible-amazon-catfish-green-news-roundup,The Guardian,10-02-2017,16:44:40,flood,neutral,0.769230769,England,London,51.5074,-0.1278
"Rush to build new homes will increase flooding, experts warn",https://www.theguardian.com/environment/2017/feb/02/rush-to-build-new-homes-will-increase-flooding-experts-warn,The Guardian,02-02-2017,06:01:22,flood,positive,1,England,London,51.5074,-0.1278
UK Police defend choice to warn thousands to evacuate as storm falters,https://www.theguardian.com/environment/blog/2017/jan/14/uk-environment-agency-suffolk-norfolk-essex-severe-weather-warnings,The Guardian,14-01-2017,20:30:04,flood,negative,1,England,Oxfordshire,51.833333,-1.25
Nuclear is not the way to a clean energy future,https://www.theguardian.com/environment/2017/sep/20/nuclear-is-not-the-way-to-a-clean-energy-future,The Guardian,20-09-2017,18:38:14,flood,positive,0.313971743,England,Yorkshire,53.9825271,-1.38525
"Fossil fuel divestment, pesticides and some very funny animals  green news roundup",https://www.theguardian.com/environment/2017/dec/15/fossil-fuel-divestment-pesticides-and-some-very-funny-animals-green-news-roundup,The Guardian,15-12-2017,15:46:07,flood,neutral,0.4,Wales,Wales,52.2928116,-3.73893
Floods and erosion are ruining Britains most significant sites,https://www.theguardian.com/environment/2017/feb/07/floods-erosion-ruining-britains-significant-sites-climate-change,The Guardian,07-02-2017,10:47:37,flood,negative,0.893854749,Wales,Wales,52.2928116,-3.73893
'People seem happier': how planting trees changed lives in a former coal community,https://www.theguardian.com/environment/2017/dec/08/people-seem-happier-how-planting-trees-changed-lives-in-a-former-coal-community,The Guardian,08-12-2017,08:00:36,flood,positive,0.182315406,England,Leicestershire,52.666667,-1
"Post-Brexit Britain should phase out tariffs on food, says thinktank",https://www.theguardian.com/environment/2017/aug/01/post-brexit-britain-phase-out-tariffs-food-thinktank,The Guardian,31-07-2017,23:01:01,flood,neutral,0.244498778,England,London,51.5074,-0.1278
"Britain's wildlife needs urgent new protections ahead of Brexit, say MPs",https://www.theguardian.com/environment/2017/oct/06/britains-wildlife-needs-urgent-new-protections-ahead-of-brexit-say-mps,The Guardian,06-10-2017,14:12:45,flood,positive,0.17873101,Scotland,Scotland,56.7861112,-4.1140518
From Miami to Shanghai: 3C of warming will leave world cities below sea level,https://www.theguardian.com/cities/2017/nov/03/miami-shanghai-3c-warming-cities-underwater,The Guardian,03-11-2017,06:48:03,flood,negative,0.202224469,England,Cambridge,52.2055314,0.1186637
Ministers must support farmers to save wildlife from 'damaging uncertainty',https://www.theguardian.com/environment/2017/aug/03/ministers-must-support-farmers-save-wildlife-damaging-uncertainty,The Guardian,02-08-2017,23:01:06,flood,positive,0.243902439,England,Oxfordshire,51.833333,-1.25
The three-degree world: cities that will be drowned by global warming,https://www.theguardian.com/cities/ng-interactive/2017/nov/03/three-degree-world-cities-drowned-global-warming,The Guardian,03-11-2017,06:45:46,flood,negative,0.955414013,England,London,51.5074,-0.1278
"Nine tenths of England's floodplains not fit for purpose, study finds",https://www.theguardian.com/environment/2017/jun/01/englands-90-floodplains-not-fit-for-purpose-study-finds,The Guardian,31-05-2017,23:01:38,flood,positive,1,England,London,51.5074456,-0.1277653
"Doomsday' seed vault, new plants and a plague of plastic  green news roundup",https://www.theguardian.com/environment/2017/may/19/doomsday-seed-vault-new-plants-and-a-plague-of-plastic-green-news-roundup,The Guardian,19-05-2017,16:39:56,flood,positive,0.909090909,England,Liverpool,53.4071991,-2.99168
$180bn investment in plastic factories feeds global packaging binge,https://www.theguardian.com/environment/2017/dec/26/180bn-investment-in-plastic-factories-feeds-global-packaging-binge,The Guardian,26-12-2017,07:00:42,flood,negative,0.09310987,England,London,51.5074,-0.1278
Save us from tree-less asphalt deserts,https://www.theguardian.com/environment/2017/jul/02/save-us-from-tree-less-asphalt-deserts,The Guardian,02-07-2017,19:14:51,flood,negative,0.251889169,England,Winchester,51.0612766,-1.3131692
BBC apologises over interview with climate denier Lord Lawson,https://www.theguardian.com/environment/2017/oct/24/bbc-apologises-over-interview-climate-sceptic-lord-nigel-lawson,The Guardian,24-10-2017,17:00:44,flood,positive,0.24600246,England,Yorkshire,53.9825271,-1.38525
"Eager beavers experts at recreating wildlife-rich wetlands, study reveals",https://www.theguardian.com/environment/2017/jul/19/eager-beavers-experts-at-recreating-wildlife-rich-wetlands-study-reveals,The Guardian,19-07-2017,05:30:11,flood,positive,0.292397661,Scotland,Scotland,56.7861112,-4.1140518
"Michael Goves green dream: like Brexit, the reality awaits",https://www.theguardian.com/environment/2017/jul/21/michael-goves-green-dream-like-brexit-the-reality-awaits,The Guardian,21-07-2017,14:39:09,flood,positive,0.162601626,England,London,51.5074,-0.1278
The eco guide to bike-sharing,https://www.theguardian.com/environment/2017/apr/16/the-eco-guide-to-bike-sharing,The Guardian,16-04-2017,05:00:22,flood,positive,0.19047619,England,Nottingham,52.9534193,-1.1496461
"The Amazon town, a coral reef, big oil, and a catastrophe waiting to happen",https://www.theguardian.com/environment/2017/dec/27/amazon-town-coral-reef-big-oil-a-catastrophe-waiting-to-happen,The Guardian,27-12-2017,10:30:15,flood,positive,0.061690315,England,London,51.5074,-0.1278
"More people heading to court to spur action on climate change, study finds",https://www.theguardian.com/environment/2017/may/23/climate-change-government-court-cases-study,The Guardian,23-05-2017,17:49:19,flood,neutral,0.131578947,England,London,51.5074,-0.1278
"Climate change will fuel terrorism recruitment, report for German foreign office says",https://www.theguardian.com/environment/2017/apr/20/climate-change-will-fuel-terrorism-recruitment-adelphi-report-says,The Guardian,19-04-2017,22:01:09,flood,negative,0.138504155,England,London,51.5074,-0.1278
Heathrow aims to make third runway carbon neutral,https://www.theguardian.com/environment/2017/feb/28/heathrow-aims-make-third-runway-carbon-neutral,The Guardian,28-02-2017,16:00:32,flood,positive,0.111731844,England,London,51.5074,-0.1278
'It is strange to see the British struggling with the beaver': why is rewilding so controversial?,https://www.theguardian.com/environment/2017/jul/01/rewilding-conservation-ecology-national-trust,The Guardian,03-07-2017,09:13:01,flood,positive,0.348432056,England,Devon,50.7241405,-3.6607788
"Water companies losing vast amounts through leakage, as drought fears rise",https://www.theguardian.com/environment/2017/may/11/water-companies-losing-vast-amounts-through-leakage-raising-drought-fears,The Guardian,11-05-2017,12:32:35,drought,positive,0.208768267,England,Essex,51.7704679,0.4646698
UK farmers call for cross-country pipelines after driest winter in 20 years,https://www.theguardian.com/environment/2017/may/12/uk-farmers-call-for-cross-country-pipelines-after-driest-winter-in-20-years-water-shortage-south-east,The Guardian,12-05-2017,13:15:24,drought,positive,0.527983105,England,Kent,51.2070748,0.7210362
Country diary: signs of life on a shingle shore,https://www.theguardian.com/environment/2017/oct/06/country-diary-signs-of-life-on-a-shingle-shore,The Guardian,06-10-2017,04:30:43,drought,neutral,0.246305419,England,London,51.5074,-0.1278
"Quarter of Englands rivers at risk of running dry, finds WWF",https://www.theguardian.com/environment/2017/jun/24/quarter-england-rivers-risk-running-dry-finds-wwf,The Guardian,24-06-2017,06:01:00,drought,neutral,0.111607143,England,Buckinghamshire,51.840894,-0.8998074
I wrote about farmers' suicides  and the reaction has been overwhelming,https://www.theguardian.com/environment/2017/dec/15/i-wrote-about-farmers-suicides-and-the-reaction-has-been-overwhelming,The Guardian,15-12-2017,11:00:15,drought,negative,0.207900208,England,London,51.5074,-0.1278
"Brexit could leave Britain with a bare larder, farmers warn",https://www.theguardian.com/environment/2017/aug/05/brexit-could-leave-britain-with-a-bare-larder-farmers-warn,The Guardian,04-08-2017,23:01:07,drought,neutral,0.153609831,England,London,51.5074,-0.1278
"Suicides of nearly 60,000 Indian farmers linked to climate change, study claims",https://www.theguardian.com/environment/2017/jul/31/suicides-of-nearly-60000-indian-farmers-linked-to-climate-change-study-claims,The Guardian,31-07-2017,19:00:03,drought,negative,0.302571861,England,London,51.5074,-0.1278
Bird species vanish from UK due to climate change and habitat loss,https://www.theguardian.com/environment/2017/jan/11/birds-vanish-england-climate-change-habitat-loss,The Guardian,11-01-2017,06:00:11,drought,negative,0.259403372,Scotland,Scotland,56.7861112,-4.1140518
"Disappearing glaciers, orangutans and solar power  green news roundup",https://www.theguardian.com/environment/2017/may/12/disappearing-glaciers-orangutans-and-solar-power-green-news-roundup,The Guardian,12-05-2017,15:26:08,drought,positive,0.35335689,England,London,51.5074,-0.1278
Climate change set to worsen inequality in US if greenhouse gases aren't reduced,https://www.theguardian.com/environment/2017/jun/29/climate-change-income-inequality-environment,The Guardian,29-06-2017,18:00:17,drought,positive,0.230680507,England,London,51.5074,-0.1278
"Climate change in 2016: the good, the bad, and the ugly | John Abraham",https://www.theguardian.com/environment/climate-consensus-97-per-cent/2017/jan/02/climate-change-in-2016-the-good-the-bad-and-the-ugly,The Guardian,02-01-2017,11:00:23,drought,positive,0.160771704,England,reading,51.4514953,-0.9836342
Record-breaking climate change pushes world into uncharted territory,https://www.theguardian.com/environment/2017/mar/21/record-breaking-climate-change-world-uncharted-territory,The Guardian,21-03-2017,00:39:04,drought,positive,0,England,London,51.5074456,-0.1277653
2016 hottest year ever recorded  and scientists say human activity to blame,https://www.theguardian.com/environment/2017/jan/18/2016-hottest-year-ever-recorded-and-scientists-say-human-activity-to-blame,The Guardian,18-01-2017,15:30:11,drought,neutral,0.091743119,England,London,51.5074456,-0.1277653
"New types of coffee, parsnips and roses among 1,700 plants discovered last year",https://www.theguardian.com/environment/2017/may/18/plant-hunters-discovered-1700-new-species-last-year,The Guardian,18-05-2017,05:01:17,drought,negative,0.104166667,England,London,51.5074,-0.1278
Climate change: human fingerprint found on global extreme weather,https://www.theguardian.com/environment/2017/mar/27/climate-change-human-fingerprint-found-on-global-extreme-weather,The Guardian,27-03-2017,10:01:35,drought,neutral,0.340715503,England,London,51.5074,-0.1278
"Privatisation, water poverty and leaks",https://www.theguardian.com/environment/2017/may/21/privatisation-water-poverty-and-leaks,The Guardian,21-05-2017,18:48:45,drought,positive,0.134770889,Wales,Wales,52.2928116,-3.73893
Global warming brews big trouble in coffee birthplace Ethiopia,https://www.theguardian.com/environment/2017/jun/19/global-warming-brews-big-trouble-coffee-birthplace-ethiopia,The Guardian,19-06-2017,15:00:39,drought,positive,0.10989011,Scotland,highlands,57.3333333,-4.25
"Climate change battles are increasingly being fought, and won, in court | Tessa Khan",https://www.theguardian.com/environment/2017/mar/08/how-climate-change-battles-are-increasingly-being-fought-and-won-in-court,The Guardian,08-03-2017,14:05:01,drought,neutral,0.14858841,England,London,51.5074,-0.1278
Fact check: Trump's Paris climate speech claims analyzed,https://www.theguardian.com/environment/ng-interactive/2017/jun/02/presidents-paris-climate-speech-annotated-trumps-claims-analysed,The Guardian,02-06-2017,01:42:40,drought,positive,0.058788948,England,London,51.5074,-0.1278
Failure to update building regulations could triple heatwave deaths by 2040,https://www.theguardian.com/environment/2017/jun/29/failure-to-update-building-regulations-could-triple-heatwave-deaths-by-2040,The Guardian,29-06-2017,06:01:15,heatwave,positive,0.576701269,England,London,51.5074,-0.1278
Heatwaves are national emergencies and the public need to know,https://www.theguardian.com/environment/2017/jun/21/heatwaves-national-emergency-public-need-to-know,The Guardian,21-06-2017,06:00:22,heatwave,negative,1,England,London,51.5074456,-0.1277653
The downside of summer sunshine,https://www.theguardian.com/environment/2017/jul/09/summer-sunshine-ozone-smog-pollutionwatch,The Guardian,09-07-2017,20:30:33,heatwave,neutral,0.384615385,England,Kent,51.2070748,0.7210362
Climate change to cause humid heatwaves that will kill even healthy people,https://www.theguardian.com/environment/2017/aug/02/climate-change-to-cause-humid-heatwaves-that-will-kill-even-healthy-people,The Guardian,02-08-2017,18:00:00,heatwave,positive,1,England,London,51.5074,-0.1278
"Europe's extreme June heat clearly linked to climate change, research shows",https://www.theguardian.com/environment/2017/jun/30/europes-extreme-june-heat-clearly-linked-to-climate-change-research-shows,The Guardian,30-06-2017,13:06:33,heatwave,positive,1,England,Oxford,51.7520131,-1.2578499
New lab-bred super corals could help avert global reef wipeout,https://www.theguardian.com/environment/2017/dec/23/new-lab-bred-super-corals-could-help-avert-global-reef-wipeout,The Guardian,23-12-2017,08:00:17,heatwave,positive,0.077639752,England,London,51.5074456,-0.1277653
"Toxic cloud on Sussex coast may have come from ship, say sources",https://www.theguardian.com/environment/2017/aug/29/investigators-believe-toxic-cloud-on-sussex-coast-came-from-ship,The Guardian,29-08-2017,17:27:56,heatwave,negative,0.124533001,England,London,51.5074456,-0.1277653
Coal in decline: an energy industry on life support,https://www.theguardian.com/environment/2017/aug/24/coal-in-decline-an-energy-industry-on-life-support,The Guardian,23-08-2017,18:18:03,heatwave,positive,0.041911148,Wales,Wales,52.2928116,-3.73893
"Extreme winter weather becoming more common as Arctic warms, study finds",https://www.theguardian.com/environment/2018/mar/13/extreme-winter-weather-becoming-more-common-as-arctic-warms-study-finds,The Guardian,13-03-2018,16:00:45,cyclone,positive,0.111856823,England,London,51.5074,-0.1278
Toxic toad invasion puts ecology of Madagascar at risk,https://www.theguardian.com/environment/2018/feb/24/madagascar-toxic-toads-lemurs-ecology-threat,The Guardian,24-02-2018,21:07:00,cyclone,negative,0.138760407,England,London,51.5074,-0.1278
"Climate change already a health emergency, say experts",https://www.theguardian.com/environment/2018/nov/28/climate-change-already-a-health-emergency-say-experts,The Guardian,28-11-2018,23:30:05,heatstroke,negative,0.124223602,England,London,51.5074456,-0.1277653
